title,artist_name,writer,gender,year,writer_is_artist,artist_gender,title_artist_name,Songwriter is Artist
The First Night,Monica,Pamela Joan Sawyer,f,1998,,f,The First Night by Monica,0
The First Night,Monica,Tamara Savage,f,1998,,f,The First Night by Monica,0
The Boy Is Mine,Brandy & Monica,Brandy Rayana Norwood,f,1998,,f,The Boy Is Mine by Brandy & Monica,1
Doo Wop (That Thing),Lauryn Hill,Lauryn N. Hill,f,1998,,f,Doo Wop (That Thing) by Lauryn Hill,1
Frozen,Madonna,Madonna Ciccone,f,1998,,f,Frozen by Madonna,1
Ray Of Light,Madonna,Madonna Ciccone,f,1998,,f,Ray Of Light by Madonna,1
My All,Mariah Carey,Mariah Carey,f,1998,,f,My All by Mariah Carey,1
Make It Hot,"Nicole Featuring Missy \Misdemeanor\"" Elliott & Mocha""","Melissa \Missy\"" Elliott""",f,1998,,f,"Make It Hot by Nicole Featuring Missy \Misdemeanor\"" Elliott & Mocha""",1
Never Ever,All Saints,S.Lewis,f,1998,,f,Never Ever by All Saints,1
Adia,Sarah McLachlan,Sarah McLachlan,f,1998,,f,Adia by Sarah McLachlan,1
From This Moment On,Shania Twain,Shania Twain,f,1998,,f,From This Moment On by Shania Twain,1
You're Still The One,Shania Twain,Shania Twain,f,1998,,f,You're Still The One by Shania Twain,1
I Still Believe,Mariah Carey,Antonina Armato,f,1999,,f,I Still Believe by Mariah Carey,0
Have You Ever?,Brandy,Diane Eve Warren,f,1999,,f,Have You Ever? by Brandy,0
"Bills, Bills, Bills",Destiny's Child,Kandi Burruss,f,1999,,f,"Bills, Bills, Bills by Destiny's Child",0
No Scrubs,TLC,Kandi Burruss,f,1999,,f,No Scrubs by TLC,0
Where My Girls At?,702,"Melissa \Missy\"" Elliott""",f,1999,,f,Where My Girls At? by 702,0
Genie In A Bottle,Christina Aguilera,Pamela Sheyne,f,1999,,f,Genie In A Bottle by Christina Aguilera,0
Heartbreaker,Mariah Carey Featuring Jay-Z,Shirley Elliston,f,1999,,f,Heartbreaker by Mariah Carey Featuring Jay-Z,0
Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,Tamara Savage,f,1999,,f,Heartbreak Hotel by Whitney Houston Feat. Faith Evans & Kelly Price,0
No Scrubs,TLC,"Tamika \Tiny\"" Cottle""",f,1999,,f,No Scrubs by TLC,0
It's Not Right But It's Okay,Whitney Houston,Toni Estes,f,1999,,f,It's Not Right But It's Okay by Whitney Houston,0
"Bills, Bills, Bills",Destiny's Child,Beyonce Giselle Knowles Carter,f,1999,,f,"Bills, Bills, Bills by Destiny's Child",1
"Bills, Bills, Bills",Destiny's Child,"Kelendria \Kelly\"" Rowland""",f,1999,,f,"Bills, Bills, Bills by Destiny's Child",1
"Bills, Bills, Bills",Destiny's Child,LeToya Luckett,f,1999,,f,"Bills, Bills, Bills by Destiny's Child",1
Heartbreaker,Mariah Carey Featuring Jay-Z,Mariah Carey,f,1999,,f,Heartbreaker by Mariah Carey Featuring Jay-Z,1
Angel,Sarah McLachlan,Sarah McLachlan,f,1999,,f,Angel by Sarah McLachlan,1
Unpretty,TLC,Tionne Watkins,f,1999,,f,Unpretty by TLC,1
Bring It All To Me,Blaque,B.Lawrence,f,2000,,f,Bring It All To Me by Blaque,0
I Turn To You,Christina Aguilera,Diane Eve Warren,f,2000,,f,I Turn To You by Christina Aguilera,0
Breathe,Faith Hill,Holly Lamar,f,2000,,f,Breathe by Faith Hill,0
Bring It All To Me,Blaque,L.Van Horssen,f,2000,,f,Bring It All To Me by Blaque,0
Bring It All To Me,Blaque,Linda Lewis,f,2000,,f,Bring It All To Me by Blaque,0
Bring It All To Me,Blaque,N.Sylvers,f,2000,,f,Bring It All To Me by Blaque,0
He Loves U Not,Dream,Pamela Sheyne,f,2000,,f,He Loves U Not by Dream,0
Come On Over Baby (All I Want Is You),Christina Aguilera,Shelly Peiken,f,2000,,f,Come On Over Baby (All I Want Is You) by Christina Aguilera,0
What A Girl Wants,Christina Aguilera,Shelly Peiken,f,2000,,f,What A Girl Wants by Christina Aguilera,0
Breathe,Faith Hill,Stephanie Bentley,f,2000,,f,Breathe by Faith Hill,0
Case Of The Ex (Whatcha Gonna Do),Mya,Traci Hale,f,2000,,f,Case Of The Ex (Whatcha Gonna Do) by Mya,0
Say My Name,Destiny's Child,B.Knowles,f,2000,,f,Say My Name by Destiny's Child,1
Independent Women Part I,Destiny's Child,Beyonce Giselle Knowles Carter,f,2000,,f,Independent Women Part I by Destiny's Child,1
"Jumpin', Jumpin'",Destiny's Child,Beyonce Giselle Knowles Carter,f,2000,,f,"Jumpin', Jumpin' by Destiny's Child",1
Come On Over Baby (All I Want Is You),Christina Aguilera,Christina Aguilera,f,2000,,f,Come On Over Baby (All I Want Is You) by Christina Aguilera,1
Doesn't Really Matter,Janet,Janet Jackson,f,2000,,f,Doesn't Really Matter by Janet,1
Say My Name,Destiny's Child,"Kelendria \Kelly\"" Rowland""",f,2000,,f,Say My Name by Destiny's Child,1
Say My Name,Destiny's Child,L.Luckett,f,2000,,f,Say My Name by Destiny's Child,1
Say My Name,Destiny's Child,LaTavia Roberson,f,2000,,f,Say My Name by Destiny's Child,1
I Try,Macy Gray,Macy Gray,f,2000,,f,I Try by Macy Gray,1
Music,Madonna,Madonna Ciccone,f,2000,,f,Music by Madonna,1
Gotta Tell You,Samantha Mumba,Samantha Mumba,f,2000,,f,Gotta Tell You by Samantha Mumba,1
Love Don't Cost A Thing,Jennifer Lopez,Amil Harris,f,2001,,f,Love Don't Cost A Thing by Jennifer Lopez,0
Love Don't Cost A Thing,Jennifer Lopez,Georgetta Franklin,f,2001,,f,Love Don't Cost A Thing by Jennifer Lopez,0
Get The Party Started,P!nk,Linda Perry,f,2001,,f,Get The Party Started by P!nk,0
Family Affair,Mary J. Blige,Luchana N. Lodge,f,2001,,f,Family Affair by Mary J. Blige,0
Family Affair,Mary J. Blige,Paula A. Pierre-Louis,f,2001,,f,Family Affair by Mary J. Blige,0
Bootylicious,Destiny's Child,"Stephanie \Stevie\"" Nicks""",f,2001,,f,Bootylicious by Destiny's Child,0
Fallin',Alicia Keys,"Alicia \Keys\"" Augello-Cook""",f,2001,,f,Fallin' by Alicia Keys,1
Bootylicious,Destiny's Child,Beyonce Giselle Knowles Carter,f,2001,,f,Bootylicious by Destiny's Child,1
Survivor,Destiny's Child,Beyonce Giselle Knowles Carter,f,2001,,f,Survivor by Destiny's Child,1
Thank You,Dido,Dido Armstrong,f,2001,,f,Thank You by Dido,1
Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,Eve Jeffers,f,2001,,f,Let Me Blow Ya Mind by Eve Featuring Gwen Stefani,1
All For You,Janet,Janet Jackson,f,2001,,f,All For You by Janet,1
Someone To Call My Lover,Janet,Janet Jackson,f,2001,,f,Someone To Call My Lover by Janet,1
Don't Tell Me,Madonna,Madonna Ciccone,f,2001,,f,Don't Tell Me by Madonna,1
Family Affair,Mary J. Blige,Mary J. Blige,f,2001,,f,Family Affair by Mary J. Blige,1
Turn Off The Light,Nelly Furtado,Nelly Furtado,f,2001,,f,Turn Off The Light by Nelly Furtado,1
Gangsta Lovin',Eve Featuring Alicia Keys,Alisa Yarbrough,f,2002,,f,Gangsta Lovin' by Eve Featuring Alicia Keys,0
Foolish,Ashanti,Etterlene B. Jordan,f,2002,,f,Foolish by Ashanti,0
Complicated,Avril Lavigne,Lauren Christy Edwards,f,2002,,f,Complicated by Avril Lavigne,0
Foolish,Ashanti,Ashanti Douglas,f,2002,,f,Foolish by Ashanti,1
Complicated,Avril Lavigne,Avril Lavigne,f,2002,,f,Complicated by Avril Lavigne,1
Work It,"Missy \Misdemeanor\"" Elliott""","Melissa \Missy\"" Elliott""",f,2002,,f,"Work It by Missy \Misdemeanor\"" Elliott""",1
A Thousand Miles,Vanessa Carlton,Vanessa Carlton,f,2002,,f,A Thousand Miles by Vanessa Carlton,1
I'm With You,Avril Lavigne,Lauren Christy Edwards,f,2003,,f,I'm With You by Avril Lavigne,0
Beautiful,Christina Aguilera,Linda Perry,f,2003,,f,Beautiful by Christina Aguilera,0
You Don't Know My Name,Alicia Keys,"Alicia \Keys\"" Augello-Cook""",f,2003,,f,You Don't Know My Name by Alicia Keys,1
Rock Wit U (Awww Baby),Ashanti,Ashanti Douglas,f,2003,,f,Rock Wit U (Awww Baby) by Ashanti,1
I'm With You,Avril Lavigne,Avril Lavigne,f,2003,,f,I'm With You by Avril Lavigne,1
"Never Leave You - Uh Ooh, Uh Oooh!",Lumidee,Lumidee Cedeno,f,2003,,f,"Never Leave You - Uh Ooh, Uh Oooh! by Lumidee",1
Naughty Girl,Beyonce,Angela Beyince,f,2004,,f,Naughty Girl by Beyonce,0
Naughty Girl,Beyonce,Donna Summer,f,2004,,f,Naughty Girl by Beyonce,0
Pieces Of Me,Ashlee Simpson,Kara DioGuardi,f,2004,,f,Pieces Of Me by Ashlee Simpson,0
Dip It Low,Christina Milian,Rashawnna Guy,f,2004,,f,Dip It Low by Christina Milian,0
I Believe,Fantasia,Tamyra Gray,f,2004,,f,I Believe by Fantasia,0
Dip It Low,Christina Milian,Teedra Moses,f,2004,,f,Dip It Low by Christina Milian,0
If I Ain't Got You,Alicia Keys,"Alicia \Keys\"" Augello-Cook""",f,2004,,f,If I Ain't Got You by Alicia Keys,1
Pieces Of Me,Ashlee Simpson,Ashlee Simpson,f,2004,,f,Pieces Of Me by Ashlee Simpson,1
Lose My Breath,Destiny's Child,Beyonce Giselle Knowles Carter,f,2004,,f,Lose My Breath by Destiny's Child,1
"Me, Myself And I",Beyonce,Beyonce Giselle Knowles Carter,f,2004,,f,"Me, Myself And I by Beyonce",1
Naughty Girl,Beyonce,Beyonce Giselle Knowles Carter,f,2004,,f,Naughty Girl by Beyonce,1
Dip It Low,Christina Milian,"Christine \Christina Milian\"" Flores""",f,2004,,f,Dip It Low by Christina Milian,1
Lose My Breath,Destiny's Child,"Kelendria \Kelly\"" Rowland""",f,2004,,f,Lose My Breath by Destiny's Child,1
"1, 2 Step",Ciara Featuring Missy Elliott,"Melissa \Missy\"" Elliott""",f,2004,,f,"1, 2 Step by Ciara Featuring Missy Elliott",1
Lose My Breath,Destiny's Child,Michelle Williams,f,2004,,f,Lose My Breath by Destiny's Child,1
Pon de Replay,Rihanna,Alisha Brooks,f,2005,,f,Pon de Replay by Rihanna,0
Stickwitu,The Pussycat Dolls,Franne Golde,f,2005,,f,Stickwitu by The Pussycat Dolls,0
Stickwitu,The Pussycat Dolls,Kasia Livingston,f,2005,,f,Stickwitu by The Pussycat Dolls,0
We Belong Together,Mariah Carey,Sandra Sully,f,2005,,f,We Belong Together by Mariah Carey,0
Hollaback Girl,Gwen Stefani,Gwen Stefani,f,2005,,f,Hollaback Girl by Gwen Stefani,1
Don't Forget About Us,Mariah Carey,Mariah Carey,f,2005,,f,Don't Forget About Us by Mariah Carey,1
Shake It Off,Mariah Carey,Mariah Carey,f,2005,,f,Shake It Off by Mariah Carey,1
We Belong Together,Mariah Carey,Mariah Carey,f,2005,,f,We Belong Together by Mariah Carey,1
Fergalicious,Fergie,Dania Maria Birks,f,2006,,f,Fergalicious by Fergie,0
Fergalicious,Fergie,Fatima Shahled,f,2006,,f,Fergalicious by Fergie,0
Fergalicious,Fergie,Juana Michelle Burns,f,2006,,f,Fergalicious by Fergie,0
Fergalicious,Fergie,Juanita A. Lee,f,2006,,f,Fergalicious by Fergie,0
Too Little Too Late,JoJo,Ruth-Anne Cunningham,f,2006,,f,Too Little Too Late by JoJo,0
Irreplaceable,Beyonce,Beyonce Giselle Knowles Carter,f,2006,,f,Irreplaceable by Beyonce,1
Unwritten,Natasha Bedingfield,Danielle Brisebois,f,2006,,f,Unwritten by Natasha Bedingfield,1
Be Without You,Mary J. Blige,Mary J. Blige,f,2006,,f,Be Without You by Mary J. Blige,1
Unwritten,Natasha Bedingfield,Natasha Bedingfield,f,2006,,f,Unwritten by Natasha Bedingfield,1
Fergalicious,Fergie,"Stacy \Fergie\"" Ferguson Duhamel""",f,2006,,f,Fergalicious by Fergie,1
London Bridge,Fergie,"Stacy \Fergie\"" Ferguson Duhamel""",f,2006,,f,London Bridge by Fergie,1
Beautiful Liar,Beyonce & Shakira,Amanda Ghost,f,2007,,f,Beautiful Liar by Beyonce & Shakira,0
Gimme More,Britney Spears,Keri Lynn Hilson,f,2007,,f,Gimme More by Britney Spears,0
No One,Alicia Keys,"Alicia \Keys\"" Augello-Cook""",f,2007,,f,No One by Alicia Keys,1
Girlfriend,Avril Lavigne,Avril Lavigne,f,2007,,f,Girlfriend by Avril Lavigne,1
Beautiful Liar,Beyonce & Shakira,Beyonce Giselle Knowles Carter,f,2007,,f,Beautiful Liar by Beyonce & Shakira,1
Bubbly,Colbie Caillat,Colbie Caillat,f,2007,,f,Bubbly by Colbie Caillat,1
Not Ready To Make Nice,Dixie Chicks,Emily Robison,f,2007,,f,Not Ready To Make Nice by Dixie Chicks,1
Not Ready To Make Nice,Dixie Chicks,Martie Maguire,f,2007,,f,Not Ready To Make Nice by Dixie Chicks,1
Not Ready To Make Nice,Dixie Chicks,Natalie Maines,f,2007,,f,Not Ready To Make Nice by Dixie Chicks,1
Say It Right,Nelly Furtado,Nelly Furtado,f,2007,,f,Say It Right by Nelly Furtado,1
Big Girls Don't Cry,Fergie,"Stacy \Fergie\"" Ferguson Duhamel""",f,2007,,f,Big Girls Don't Cry by Fergie,1
Clumsy,Fergie,"Stacy \Fergie\"" Ferguson Duhamel""",f,2007,,f,Clumsy by Fergie,1
If I Were A Boy,Beyonce,"Brittany Jean \BC Jean\"" Carlson""",f,2008,,f,If I Were A Boy by Beyonce,0
I Kissed A Girl,Katy Perry,Catherine Dennis,f,2008,,f,I Kissed A Girl by Katy Perry,0
Touch My Body,Mariah Carey,Crystal Nicole Johnson,f,2008,,f,Touch My Body by Mariah Carey,0
Pocketful Of Sunshine,Natasha Bedingfield,Danielle Brisebois,f,2008,,f,Pocketful Of Sunshine by Natasha Bedingfield,0
Womanizer,Britney Spears,Nikesha Briscoe,f,2008,,f,Womanizer by Britney Spears,0
Don't Stop The Music,Rihanna,Tawanna Dabney,f,2008,,f,Don't Stop The Music by Rihanna,0
So What,P!nk,"Alecia Beth \P!nk\"" Moore""",f,2008,,f,So What by P!nk,1
Single Ladies (Put A Ring On It),Beyonce,Beyonce Giselle Knowles Carter,f,2008,,f,Single Ladies (Put A Ring On It) by Beyonce,1
Hot N Cold,Katy Perry,"Katheryn \Katy Perry\"" Elizabeth Hudson""",f,2008,,f,Hot N Cold by Katy Perry,1
I Kissed A Girl,Katy Perry,"Katheryn \Katy Perry\"" Elizabeth Hudson""",f,2008,,f,I Kissed A Girl by Katy Perry,1
Touch My Body,Mariah Carey,Mariah Carey,f,2008,,f,Touch My Body by Mariah Carey,1
Paper Planes,M.I.A.,"Maya \M.I.A.\"" Arulpragasam""",f,2008,,f,Paper Planes by M.I.A.,1
Pocketful Of Sunshine,Natasha Bedingfield,Natasha Bedingfield,f,2008,,f,Pocketful Of Sunshine by Natasha Bedingfield,1
Love Song,Sara Bareilles,Sara Bareilles,f,2008,,f,Love Song by Sara Bareilles,1
Love Story,Taylor Swift,Taylor Swift,f,2008,,f,Love Story by Taylor Swift,1
You Belong With Me,Taylor Swift,Liz Rose,f,2009,,f,You Belong With Me by Taylor Swift,0
3,Britney Spears,Tiffany Amber,f,2009,,f,3 by Britney Spears,0
Halo,Beyonce,Beyonce Giselle Knowles Carter,f,2009,,f,Halo by Beyonce,1
TiK ToK,Ke$ha,Kesha Sebert,f,2009,,f,TiK ToK by Ke$ha,1
Bad Romance,Lady Gaga,"Stefani Gabriella \Lady Gaga\"" Germanotta""",f,2009,,f,Bad Romance by Lady Gaga,1
LoveGame,Lady Gaga,"Stefani Gabriella \Lady Gaga\"" Germanotta""",f,2009,,f,LoveGame by Lady Gaga,1
Poker Face,Lady Gaga,"Stefani Gabriella \Lady Gaga\"" Germanotta""",f,2009,,f,Poker Face by Lady Gaga,1
You Belong With Me,Taylor Swift,Taylor Swift,f,2009,,f,You Belong With Me by Taylor Swift,1
Rich Flex,Drake & 21 Savage,A. G. White,m,2022,,m,Rich Flex by Drake & 21 Savage,
Major Distribution,Drake & 21 Savage,A. Graham,m,2022,,m,Major Distribution by Drake & 21 Savage,
Rich Flex,Drake & 21 Savage,A. Graham,m,2022,,m,Rich Flex by Drake & 21 Savage,
Rich Flex,Drake & 21 Savage,A. Hernandez,m,2022,,m,Rich Flex by Drake & 21 Savage,
Black Beatles,Rae Sremmurd Featuring Gucci Mane,"Aaquil Iben \Slim Jxmmi\"" Shamon Brown""",m,2016,,m,Black Beatles by Rae Sremmurd Featuring Gucci Mane,
The 1,Taylor Swift,AARON BROOKING DESSNER,m,2020,,f,The 1 by Taylor Swift,0
Trollz,6ix9ine & Nicki Minaj,Aaron Clarke,pm,2020,,m;f,Trollz by 6ix9ine & Nicki Minaj,
Cardigan,Taylor Swift,Aaron Dressner,m,2020,,f,Cardigan by Taylor Swift,0
Willow,Taylor Swift,Aaron Dressner,m,2020,,f,Willow by Taylor Swift,0
Super Freaky Girl,Nicki Minaj,AARON JOSEPH AGUILAR,m,2022,,f,Super Freaky Girl by Nicki Minaj,0
The Monster,Eminem Featuring Rihanna,"Aaron L. \Aalias\"" Kleinstub""",m,2013,,m;f,The Monster by Eminem Featuring Rihanna,
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,Aaron Simmonds,m,2021,,m,Peaches by Justin Bieber Featuring Daniel Caesar & Giveon,
Can't Feel My Face,The Weeknd,"Abel \The Weeknd\"" Tesfaye""",m,2015,,m,Can't Feel My Face by The Weeknd,
Earned It (Fifty Shades Of Grey),The Weeknd,"Abel \The Weeknd\"" Tesfaye""",m,2015,,m,Earned It (Fifty Shades Of Grey) by The Weeknd,
The Hills,The Weeknd,"Abel \The Weeknd\"" Tesfaye""",m,2015,,m,The Hills by The Weeknd,
Starboy,The Weeknd Featuring Daft Punk,"Abel \The Weeknd\"" Tesfaye""",m,2016,,m,Starboy by The Weeknd Featuring Daft Punk,
I Feel It Coming,The Weeknd Featuring Daft Punk,"Abel \The Weeknd\"" Tesfaye""",m,2017,,m,I Feel It Coming by The Weeknd Featuring Daft Punk,
Call Out My Name,The Weeknd,ABEL TESFAYE,m,2018,,m,Call Out My Name by The Weeknd,
my.life,"J. Cole, 21 Savage & Morray",ABRAHAM JOSEPH SHAYAA BIN,m,2021,,m,"my.life by J. Cole, 21 Savage & Morray",
Knife Talk,Drake Featuring 21 Savage & Project Pat,ABRAHAM JOSEPH SHE YAA BIN,m,2021,,m,Knife Talk by Drake Featuring 21 Savage & Project Pat,
Jimmy Cooks,Drake Featuring 21 Savage,ABRAHAM JOSEPH SHE YAA BIN,m,2022,,m,Jimmy Cooks by Drake Featuring 21 Savage,
On BS,Drake & 21 Savage,ABRAHAM JOSEPH SHE YAA BIN,m,2022,,m,On BS by Drake & 21 Savage,
Spin Bout U,Drake & 21 Savage,ABRAHAM JOSEPH SHE YAA BIN,m,2022,,m,Spin Bout U by Drake & 21 Savage,
On The Floor,Jennifer Lopez Featuring Pitbull,"Achraf \AJ Junior\"" Jannusi""",m,2011,,m;f,On The Floor by Jennifer Lopez Featuring Pitbull,
Berzerk,Eminem,"Adam \MCA\"" Yauch""",m,2013,,m,Berzerk by Eminem,
Sucker,Jonas Brothers,Adam Feeney,m,2019,,m,Sucker by Jonas Brothers,
Berzerk,Eminem,Adam Horovitz,m,2013,,m,Berzerk by Eminem,
Break My Soul,Beyonce,ADAM J PIGOTT,m,2022,,f,Break My Soul by Beyonce,0
Havana,Camila Cabello Featuring Young Thug,"Adam King \Frank Dukes\"" Feeny""",m,2017,,m;f,Havana by Camila Cabello Featuring Young Thug,
Better Now,Post Malone,ADAM KING FEENEY,m,2018,,m,Better Now by Post Malone,
Call Out My Name,The Weeknd,ADAM KING FEENEY,m,2018,,m,Call Out My Name by The Weeknd,
Wow.,Post Malone,ADAM KING FEENEY,m,2019,,m,Wow. by Post Malone,
Girls Like You,Maroon 5 Featuring Cardi B,Adam Levine,m,2018,,m;f,Girls Like You by Maroon 5 Featuring Cardi B,
Rude,MAGIC!,Adam Messinger,m,2014,,m,Rude by MAGIC!,
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,Adam Noah Levine,m,2011,,m,Stereo Hearts by Gym Class Heroes Featuring Adam Levine,
One More Night,Maroon 5,Adam Noah Levine,m,2012,,m,One More Night by Maroon 5,
Payphone,Maroon 5 Featuring Wiz Khalifa,Adam Noah Levine,m,2012,,m,Payphone by Maroon 5 Featuring Wiz Khalifa,
Animals,Maroon 5,Adam Noah Levine,m,2014,,m,Animals by Maroon 5,
Sugar,Maroon 5,Adam Noah Levine,m,2015,,m,Sugar by Maroon 5,
Memories,Maroon 5,ADAM NOAH LEVINE,m,2019,,m,Memories by Maroon 5,
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,Adam Noah Levine,m,2011,,m;f,Moves Like Jagger by Maroon 5 Featuring Christina Aguilera,
In My Feelings,Drake,Adam Pigott,m,2018,,m,In My Feelings by Drake,
Oh My God,Adele,Adele Adkins,f,2021,,f,Oh My God by Adele,1
Rolling In The Deep,Adele,Adele Laurie Blue Adkins,f,2011,,f,Rolling In The Deep by Adele,1
Someone Like You,Adele,Adele Laurie Blue Adkins,f,2011,,f,Someone Like You by Adele,1
Set Fire To The Rain,Adele,Adele Laurie Blue Adkins,f,2012,,f,Set Fire To The Rain by Adele,1
Hello,Adele,Adele Laurie Blue Adkins,f,2015,,f,Hello by Adele,1
Easy On Me,Adele,ADELE LAURIE BLUE ADKINS,f,2021,,f,Easy On Me by Adele,1
Panda,Desiigner,"Adnan \Menace\"" Khan""",m,2016,,m,Panda by Desiigner,
Big Energy,Latto,ADRIAN BELEW,m,2022,,f,Big Energy by Latto,0
Earned It (Fifty Shades Of Grey),The Weeknd,"Ahmad Ashad \Belly\"" Balshe""",m,2015,,m,Earned It (Fifty Shades Of Grey) by The Weeknd,
The Hills,The Weeknd,"Ahmad Ashad \Belly\"" Balshe""",m,2015,,m,The Hills by The Weeknd,
Sunroof,Nicky Youre & dazy,AIDAN GARRETT RODRIGUEZ,m,2022,,m ,Sunroof by Nicky Youre & dazy,
Nice For What,Drake,Alan Bergman,m,2018,,m,Nice For What by Drake,
Jimmy Cooks,Drake Featuring 21 Savage,ALBERT GOODMAN,m,2022,,m,Jimmy Cooks by Drake Featuring 21 Savage,
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,ALBERT STANAJ,m,2021,,f,34+35 by Ariana Grande Feat. Doja Cat & Megan Thee Stallion,0
Raise Your Glass,P!nk,"Alecia Beth \P!nk\"" Moore""",f,2010,,f,Raise Your Glass by P!nk,1
F**kin' Perfect,P!nk,"Alecia Beth \P!nk\"" Moore""",f,2011,,f,F**kin' Perfect by P!nk,1
Blow Me (One Last Kiss),P!nk,"Alecia Beth \P!nk\"" Moore""",f,2012,,f,Blow Me (One Last Kiss) by P!nk,1
Just Give Me A Reason,P!nk Featuring Nate Ruess,"Alecia Beth \P!nk\"" Moore""",f,2013,,m;f,Just Give Me A Reason by P!nk Featuring Nate Ruess,1
Mi Gente,J Balvin & Willy William Featuring Beyonce,"Alejandro \Sky\"" Ramirez Suarez""",m,2017,,m;f,Mi Gente by J Balvin & Willy William Featuring Beyonce,
Godzilla,Eminem Featuring Juice WRLD,ALEJANDRO VILLASANA,m,2020,,m,Godzilla by Eminem Featuring Juice WRLD,
Here,Alessia Cara,"Alessia \Cara\"" Caracciolo""",f,2016,,f,Here by Alessia Cara,1
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,"Alessia \Cara\"" Caracciolo""",f,2017,,m;f,1-800-273-8255 by Logic Featuring Alessia Cara & Khalid,1
Butter,BTS,Alex Bilowitz,m,2021,,m,Butter by BTS,
Sign Of The Times,Harry Styles,Alex Salibian,m,2017,,m,Sign Of The Times by Harry Styles,
Rude,MAGIC!,Alex Tanas,m,2014,,m,Rude by MAGIC!,
Radioactive,Imagine Dragons,"Alexander \Alex Da Kid\"" Grant""",m,2013,,m,Radioactive by Imagine Dragons,
Thunder,Imagine Dragons,"Alexander \Alex Da Kid\"" Grant""",m,2017,,m,Thunder by Imagine Dragons,
Airplanes,B.o.B Featuring Hayley Williams,"Alexander \Alex Da Kid\"" Grant""",m,2010,,m;f,Airplanes by B.o.B Featuring Hayley Williams,
Love The Way You Lie,Eminem Featuring Rihanna,"Alexander \Alex Da Kid\"" Grant""",m,2010,,m;f,Love The Way You Lie by Eminem Featuring Rihanna,
I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,"Alexander \Alex Da Kid\"" Grant""",m,2011,,m;f,I Need A Doctor by Dr. Dre Featuring Eminem & Skylar Grey,
Bad Things,Machine Gun Kelly x Camila Cabello,"Alexander \Alex\"" Schwartz""",m,2017,,m;f,Bad Things by Machine Gun Kelly x Camila Cabello,
